Apr/24/2018 7:30:00 AM,XRPBTC,Apr/24/2018 7:30:00 AM,Apr/23/2018 12:45:13 AM,9.856E-5,1.201E-5,-2.299999999999995E-7,-1.8790849673202572
Apr/24/2018 7:30:26 AM,XRPBTC,Apr/24/2018 7:30:00 AM,Apr/24/2018 7:30:26 AM,9.856E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 8:30:08 AM,DNTBTC,Apr/24/2018 8:30:08 AM,Apr/24/2018 7:30:26 AM,1.146E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 8:30:11 AM,DNTBTC,Apr/24/2018 8:30:11 AM,Apr/24/2018 7:30:26 AM,1.146E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 8:30:12 AM,DNTBTC,Apr/24/2018 8:30:12 AM,Apr/24/2018 7:30:26 AM,1.146E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 8:30:16 AM,DNTBTC,Apr/24/2018 8:30:16 AM,Apr/24/2018 7:30:26 AM,1.146E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 8:30:16 AM,DNTBTC,Apr/24/2018 8:30:16 AM,Apr/24/2018 7:30:26 AM,1.146E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 8:32:44 AM,ZILBTC,Apr/24/2018 8:32:44 AM,Apr/24/2018 7:30:26 AM,1.052E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 8:32:45 AM,ZILBTC,Apr/24/2018 8:32:45 AM,Apr/24/2018 7:30:26 AM,1.052E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 8:35:20 AM,XRPBTC,Apr/24/2018 8:35:20 AM,Apr/24/2018 7:30:26 AM,9.894E-5,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
Apr/24/2018 9:00:11 AM,ADXBTC,Apr/24/2018 9:00:11 AM,Apr/24/2018 7:30:26 AM,1.1333E-4,9.855E-5,-1.0000000000008375E-8,-0.010146103896112393
