Apr/29/2018 12:45:02 AM,EOSBTC,Apr/28/2018 8:30:23 PM,Apr/29/2018 12:45:02 AM,0.0020407,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 12:45:06 AM,EOSBTC,Apr/28/2018 8:30:23 PM,Apr/29/2018 12:45:06 AM,0.0020407,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:09 AM,ADABTC,Apr/29/2018 1:30:09 AM,Apr/29/2018 12:45:06 AM,3.98E-5,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:09 AM,ADABTC,Apr/29/2018 1:30:09 AM,Apr/29/2018 12:45:06 AM,3.979E-5,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:15 AM,ADABTC,Apr/29/2018 1:30:15 AM,Apr/29/2018 12:45:06 AM,3.982E-5,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:15 AM,EOSBTC,Apr/29/2018 1:30:15 AM,Apr/29/2018 12:45:06 AM,0.0022309,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:16 AM,ADABTC,Apr/29/2018 1:30:16 AM,Apr/29/2018 12:45:06 AM,3.985E-5,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:16 AM,EOSBTC,Apr/29/2018 1:30:16 AM,Apr/29/2018 12:45:06 AM,0.0022309,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:16 AM,EOSBTC,Apr/29/2018 1:30:16 AM,Apr/29/2018 12:45:06 AM,0.0022309,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:17 AM,ADABTC,Apr/29/2018 1:30:17 AM,Apr/29/2018 12:45:06 AM,3.981E-5,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 1:30:23 AM,EOSBTC,Apr/29/2018 1:30:23 AM,Apr/29/2018 12:45:06 AM,0.0022319,0.002206,1.6530000000000017E-4,8.100161709217433
Apr/29/2018 3:45:02 AM,ADABTC,Apr/29/2018 1:30:23 AM,Apr/29/2018 3:45:02 AM,0.0022319,3.998E-5,-0.0021919200000000004,-98.20870110668042
